created,modified,uuid,first_name,last_name,is_removed
2020-01-01 13:30:00+00,2020-08-17 10:23:36+00,690df884-11c1-47cd-929b-3f8f5252aef9,Tony Gilroy,,false
2020-01-01 13:30:00+00,2020-10-31 04:31:12+00,70e68d88-9265-48a4-9ec3-271a45351b5e,John Knoll,,false
2020-01-01 13:30:00+00,2020-11-02 07:22:02+00,fdd932ee-092d-4c14-a462-46cb91a33d7e,Alan Tudyk,,false
2020-01-01 13:30:00+00,2020-11-28 06:49:18+00,95d4b2c7-3f40-4031-8a34-16c0ffc06e9b,Donnie Yen,,false
2020-01-01 13:30:00+00,2020-12-25 13:31:41+00,2a0c7caf-1a62-4f12-a4dc-3d5cc4fd6b08,Felicity Jones,,false
2020-01-01 13:30:00+00,2020-09-05 16:11:00+00,25ee73ba-ffb1-4a96-9f3d-b37555863365,Diego Luna,,false
2020-01-01 13:30:00+00,2020-12-28 00:22:11+00,8863844d-5719-4351-ab8a-52898de07eae,Damon Lindelof,,false
2020-01-01 13:30:00+00,2020-09-08 03:20:42+00,b8bdcf1e-f96f-4cca-b59f-bcad7a553be6,Zoe Saldana,,false
2020-01-01 13:30:00+00,2020-10-15 23:48:07+00,7480e903-46aa-4b48-9ce3-298cb7416275,Karl Urban,,false
2020-01-01 13:30:00+00,2020-09-14 11:54:47+00,b356422d-c91f-4f6b-b9a5-f004daf1cb41,Colin Trevorrow,,false
2020-01-01 13:30:00+00,2020-05-29 07:06:33+00,0a3a8098-de1b-4b7b-a6a8-315ca5fbe4d0,Derek Connolly,,false
2020-01-01 13:30:00+00,2020-02-10 22:55:34+00,95907feb-3d2f-4a72-810b-62794147cf49,Chris Terrio,,false
2020-01-01 13:30:00+00,2020-03-18 03:53:19+00,c877c1cd-af19-44ae-ab05-a321dce25b18,Bradley Cooper,,false
2020-01-01 13:30:00+00,2020-06-11 16:18:13+00,54471f8f-887f-4a55-b602-df17e042c25f,Moss Hart,,false
2020-01-01 13:30:00+00,2020-10-01 04:37:11+00,e3186885-3b64-4b38-991b-72faee8b18f7,John Gregory Dunne,,false
2020-01-01 13:30:00+00,2020-05-31 20:55:53+00,f59852e3-620e-4f3b-a028-e288bb072160,William A. Wellman,,false
2020-01-01 13:30:00+00,2020-05-12 11:24:33+00,f8eb1ea5-a591-41c2-937b-928db8c9fdac,Will Fetters,,false
2020-01-01 13:30:00+00,2020-08-10 03:29:39+00,bc9eccb9-215d-4da3-8a3a-7f78570a7a4f,Robert Carson,,false
2020-01-01 13:30:00+00,2020-12-19 03:47:21+00,5b80f40e-f091-47a2-af20-8535e9abbf26,Joan Didion,,false
2020-01-01 13:30:00+00,2020-08-26 11:12:32+00,ea16e60d-eb6c-41a3-a4ee-b16dd91ebdf9,Eric Roth,,false
2020-01-01 13:30:00+00,2020-04-17 14:15:03+00,518d65aa-5f66-495b-ac2a-c89f2696a68a,Frank Pierson,,false
2020-01-01 13:30:00+00,2020-05-01 06:01:45+00,b4b94489-8dc3-47b8-9839-54c0edfa47a3,Sam Elliott,,false
2020-01-01 13:30:00+00,2020-03-10 18:41:00+00,8a452a33-4552-45ba-bbdd-607457e506b2,Lady Gaga,,false
2020-01-01 13:30:00+00,2020-02-22 10:55:48+00,c031c47a-09b7-4c6d-89c9-e18bb2699862,Andrew Dice Clay,,false
2020-01-01 13:30:00+00,2020-05-31 14:24:25+00,6808e498-83c4-4bea-b205-5f62cb39ebd3,Ron Howard,,false
2020-01-01 13:30:00+00,2020-09-05 12:00:58+00,f77254cd-0ed2-45c3-85db-eba7851e0777,Jonathan Kasdan,,false
2020-01-01 13:30:00+00,2020-10-04 06:53:21+00,22822842-66d6-4fa2-9e91-bc8f2cb047e6,Joonas Suotamo,,false
2020-01-01 13:30:00+00,2020-02-07 04:19:48+00,c63de225-0bf8-4a03-a969-1efd5af5c044,Alden Ehrenreich,,false
2020-01-01 13:30:00+00,2020-08-04 01:31:04+00,fc077de5-bea6-4007-bf23-6423886cf8e3,Emilia Clarke,,false
2020-01-01 13:30:00+00,2020-03-26 07:35:02+00,76be86e7-0021-4b68-9983-bb3605300b82,Woody Harrelson,,false
2020-01-01 13:30:00+00,2020-06-22 18:43:03+00,b57b174f-4a62-4ff7-92e9-ebc2db6b7ca2,Justin Lin,,false
2020-01-01 13:30:00+00,2020-09-26 06:11:36+00,27aa821d-2d2a-4e03-b6df-d4a52178876e,Simon Pegg,,false
2020-01-01 13:30:00+00,2020-10-18 11:31:41+00,5cff9702-a54b-49b6-af1d-9abb4e1d7373,Doug Jung,,false
2020-01-01 13:30:00+00,2020-01-03 16:33:13+00,fc4ffe9b-feeb-47aa-b2c3-e8a1f67e641b,Jonathan Frakes,,false
2020-01-01 13:30:00+00,2020-12-20 17:12:21+00,9cbf5d20-8047-4661-972f-28c5f3917aef,Brannon Braga,,false
2020-01-01 13:30:00+00,2020-08-30 18:19:11+00,8591aadb-4f66-4f5c-aabe-ab9bf208d138,Rick Berman,,false
2020-01-01 13:30:00+00,2020-03-20 08:45:05+00,1fe1b1d2-a5fc-4dec-9797-1161103417a3,Ronald D. Moore,,false
2020-01-01 13:30:00+00,2020-10-07 14:23:22+00,ca9a851f-2b84-459a-bce7-e5f36337c458,Patrick Stewart,,false
2020-01-01 13:30:00+00,2020-07-10 09:11:07+00,702cbfb4-660d-4c3d-bc91-0156e37edf1b,LeVar Burton,,false
2020-01-01 13:30:00+00,2020-12-27 13:12:33+00,f83f6b96-46d9-44d8-87d5-046934097024,Brent Spiner,,false
2020-01-01 13:30:00+00,2020-12-04 07:31:28+00,8c2979ea-9f19-4a2a-b492-f37249af6de6,Nicholas Meyer,,false
2020-01-01 13:30:00+00,2020-06-13 07:58:03+00,2abe19d8-f224-4c3a-8b01-f1926c72a04c,Harve Bennett,,false
2020-01-01 13:30:00+00,2020-12-20 14:44:40+00,327e5ed1-67b3-4179-90d5-5b160ec5c31e,Jack B. Sowards,,false
2020-01-01 13:30:00+00,2020-03-13 15:13:59+00,3f5607ba-e0da-4617-ae32-b2bb5e68ece9,DeForest Kelley,,false
2020-01-01 13:30:00+00,2020-10-05 12:38:55+00,7d0ef959-8fed-46a1-8827-3dde7e9355fd,James Doohan,,false
2020-01-01 13:30:00+00,2020-10-31 16:42:06+00,ddccec33-b701-4bfe-be4f-d0bdb2dd6a1f,William Shatner,,false
2020-01-01 13:30:00+00,2020-10-09 04:01:51+00,2293bffc-0076-45d5-9457-24c88c4ad573,Marina Sirtis,,false
2020-01-01 13:30:00+00,2020-03-26 06:25:59+00,23e95e32-f3b2-485a-8c89-5223ae145c6d,Bryan Fuller,,false
2020-01-01 13:30:00+00,2020-05-18 13:57:26+00,252d0f08-2fc1-4c12-b762-a0fcc1ce326a,Doug Jones,,false
2020-01-01 13:30:00+00,2020-04-30 06:59:39+00,37a0a5fc-02f4-42d6-8b26-b649abc7e19a,Mary Wiseman,,false
2020-01-01 13:30:00+00,2020-02-12 12:20:07+00,a2f2db7d-6404-40e2-a46f-7e5af14713ef,Sonequa Martin-Green,,false
2020-01-01 13:30:00+00,2020-03-20 10:35:46+00,22b28ea7-af6f-41c4-af1a-a84d7e6e6670,Anthony Rapp,,false
2020-01-01 13:30:00+00,2020-05-18 10:43:38+00,dbe7142d-8c58-423a-9fd4-45c3895c278f,Robert Wise,,false
2020-01-01 13:30:00+00,2020-10-21 18:41:25+00,fbc53f1b-330b-4810-a3ac-528fc30c11c4,Harold Livingston,,false
2020-01-01 13:30:00+00,2020-03-22 13:30:23+00,141e3c59-cefa-41f1-9caa-63941abec9b8,Alan Dean Foster,,false
2020-01-01 13:30:00+00,2020-04-23 19:48:15+00,e7cc243a-b03c-46bb-93dc-18421a58ae73,Peter Krikes,,false
2020-01-01 13:30:00+00,2020-02-01 02:10:49+00,bb6a6a63-83c2-499d-a3e2-d1909bee0a3d,Steve Meerson,,false
2020-01-01 13:30:00+00,2020-06-24 04:26:37+00,be5fe74f-4a16-45d5-b996-490cbcf0e76f,David Carson,,false
2020-01-01 13:30:00+00,2020-09-10 23:46:33+00,b22fbab7-b13a-44d9-8e62-2aff7f6e4d2d,Stuart Baird,,false
2020-01-01 13:30:00+00,2020-09-19 23:05:22+00,c57f64fa-ad9d-44d1-a7f7-679b1fd2f2e8,John Logan,,false
2020-01-01 13:30:00+00,2020-02-06 18:27:22+00,ed128b06-41f5-4257-97ed-838e93d487ef,Nichelle Nichols,,false
2020-01-01 13:30:00+00,2020-05-30 12:18:20+00,5dbda833-0f77-4d1f-b332-89f936e753e2,Michael Piller,,false
2020-01-01 13:30:00+00,2020-08-18 23:07:27+00,840b5be4-8f25-4f7e-b0ea-8c0a39e370cf,Mark Rosenthal,,false
2020-01-01 13:30:00+00,2020-07-16 07:13:51+00,becd3ae1-d872-4adb-a4d4-db8b9af2a6e3,Denny Martin Flinn,,false
2020-01-01 13:30:00+00,2020-07-12 15:42:50+00,f7b83284-ad3a-4139-875b-0d6fd9b79acd,Lawrence Konner,,false
2020-01-01 13:30:00+00,2020-05-25 13:06:22+00,3b31e81b-86ea-4408-ae78-a89e52365027,Jeri Taylor,,false
2020-01-01 13:30:00+00,2020-01-11 07:28:32+00,e42d028c-3c04-453d-b912-367729821963,Robert Beltran,,false
2020-01-01 13:30:00+00,2020-11-04 18:00:24+00,0e822e9f-cb3c-4cb7-abac-be22e5081092,Robert Duncan McNeill,,false
2020-01-01 13:30:00+00,2020-04-04 05:21:50+00,567aadf1-e67a-4b67-a197-25e42eda8390,Roxann Dawson,,false
2020-01-01 13:30:00+00,2020-01-22 13:57:03+00,368e2335-e94d-415c-8cd2-e3219943508b,Kate Mulgrew,,false
